,no,id_numbers,id,tweets,keywords
4035,4035,['1668238669965307904'],1.67e+18,RT @iaeaorg: Experts of @iaeaorg need access to a location near ?????????â‚¬?s #Zaporizhzhya Nuclear Power Plant to clarify the reason for the discre?â‚¬?,nuclear IAEA
4037,4037,['1668237748233293824'],1.67e+18,"RT @amborin: The greatest worry is a Ukraine/US/NATO false flag.

Russia is winning.  The Ukraine / US / NATO ""counteroffensive"" is a suici?â‚¬?",nuclear IAEA
4044,4044,['1668235455123406848'],1.67e+18,RT @ian_j_stewart: I have a new piece on the bulletin of the atomic scientists (@BulletinAtomic) on why the nuclear governance model / IAEA?â‚¬?,nuclear IAEA
4045,4045,['1668232265040576512'],1.67e+18,"RT @Maks_NAFO_FELLA: ""IAEA experts need wider access to the territory of the Zaporizhzhia nuclear power plant to check the ""significant dis?â‚¬?",nuclear IAEA
4047,4047,['1668231873368039426'],1.67e+18,"RT @EuromaidanPress: Amid concerns over cooling capabilities at the Zaporizhzhia nuclear power plant, the IAEA has requested expanded acces?â‚¬?",nuclear IAEA
4048,4048,['1668300104749441024'],1.67e+18,"@GreenpeaceUK If only you guys had backed reliable, zero-carbon nuclear power years ago, this wouldn't be happening.

It's never too late to admit your mistakes...
#coal 
https://t.co/bJOK4FEOO8",nuclear IAEA
4049,4049,['1668299510106271762'],1.67e+18,"@paulmurphy_TD We need to produce more electricity. We make far too little at the moment. Lets copy Sweden and Finland and use clean nuclear power to make more, and do it without carbon emissions. https://t.co/ZJqqM134HV",nuclear power carbon
4050,4050,['1668290518890020864'],1.67e+18,"@paulmurphy_TD We need to produce more electricity. We make far too little at the moment. Lets copy Sweden and Finland and use clean nuclear power to make more, and do it without carbon emissions. https://t.co/xyYx8UO5F6",nuclear power carbon
4051,4051,['1668284370262663170'],1.67e+18,"@olyatanas @bpolitics But, those wonderful Wind and Solar farms are so much better than nuclear power - and there is brown coal and Russian gas... much more environmentally friendly than carbon free power. These people need to find a bunker and do the decent thing.",nuclear power carbon
4053,4053,['1668276711253848068'],1.67e+18,Karma is?â‚¬?.carbon-free nuclear power https://t.co/G2RkoQNPpL,nuclear power carbon
4055,4055,['1668272073452527631'],1.67e+18,"UAMPS, NuScale &amp; Fluor had a very productive meeting with Senator Romney to discuss the UAMPS Carbon Free Power Project &amp; the role that nuclear energy will play in the decarbonization of our energy supply while meeting baseload energy demands. 
#UAMPS #CFPP #NuScale #SMR #VOYGR6 https://t.co/l5PWypxq5t",nuclear power carbon
4058,4058,['1668262645152067590'],1.67e+18,"@CNBC @CNBCi This did ideed not age well for Germany, also due also to the phasing-out of nuclear power. And even now, the Greens and Social Democrats are persisting in their rejection of any use of nuclear power despite its minimal carbon footprint.
https://t.co/harU4PF8tE",nuclear power carbon
4059,4059,['1668260998514450432'],1.67e+18,"Carbon-Free Crypto: TeraWulf Powers Bitcoin Mining With Nuclear Energy - TeraWulf (NASDAQ:WULF)

Nautilus Cryptomine is first-of-its-kind facility using reliable, carbon-free power. ?? TeraWulf intends to provide unaudited monthly production...

https://t.co/9lgtOPGJpo",nuclear power carbon
4060,4060,['1668259887309111298'],1.67e+18,"@JTrittin Time to wake up from your green lunacy, shutting down low carbon nuclear power does nothing to protect us from the threat of nuclear war. On the contrary, it emboldens dictators like Putin.",nuclear power carbon
4061,4061,['1668251075277737989'],1.67e+18,"RT @GoviExUranium: Maria Korsnick dropping atomic-level truths @NEA. Nuclear power has it all:  jobs, reliability, carbon free generation-L?â‚¬?",nuclear power carbon
4062,4062,['1668228893067599873'],1.67e+18,"@Adeohluwa You are right, Low income countries should not attempt to build nuclear plants. But to meet the carbon emissions target, industrialised countries must build more nuclear plants because renewables like wind and solar are too inefficient to power industries.",nuclear power carbon
4063,4063,['1668212435193323520'],1.67e+18,"@GretaThunberg Greta assumes importing energy from other countries a net zero strategy.

Now, if Thunberg did say. If every country interested started using nuclear power like Sweden does.

Start adding up the drop in carbon.

Net zero is being energy self sufficient!",nuclear power carbon
4064,4064,['1668194651029815297'],1.67e+18,"?â‚¬?Nuclear power is an important source of low-carbon electricity and heat that can contribute to attaining carbon neutrality and hence help to mitigate climate change,?â‚¬? UNECE Executive Secretary Olga Algayerova said.

https://t.co/WXYwmsdk5k",nuclear power carbon
4067,4067,['1668159956468547589'],1.67e+18,"@NetZeroWatch @IanKingSky @MarkDampier CO2 build &amp; operating foot prints to build Sizewell C &amp; Hinkley Point C look staggering &amp; definitely not green.

https://t.co/qcJL18ALDl

https://t.co/rZPziEqeuA",nuclear power carbon
4072,4072,['1668110439366946816'],1.67e+18,"Jap??n est?? escondida atr??s de su desarrollo tecnol??gico, Los ???????? tienen un desecho q exterminaria a el mundo.

1 Gramo d Combustible Nuclear (U-235) puede generar una Energ??a equivalent a 3 Ton d Carb??n

""ENERGIA PARA UN FUTURO MAS BRILLANTE""

Ya veo cu??l es el POWER dl Ruski",nuclear power carbon
4073,4073,['1668099570180710400'],1.67e+18,"@Sanspareille @TreeFarmerBC @SJ_Hurley 2 more issues not mentioned in the video:

1) nuclear power is NOT carbon-free. All the steel and concrete to build the plants as well as the mining of uranium are all carbon-intensive processes

2) perpetuates the industrial paradigm - the root of the ecological crisis",nuclear power carbon
4078,4078,['1668087013030109186'],1.67e+18,"E-fuel, also called electrofuel, is a type of synthetic fuel produced using captured carbon dioxide or carbon monoxide along with hydrogen obtained from sustainable electricity sources such as wind, solar and nuclear power. 
 #electricity  #autoindustry 
https://t.co/5WoFpvbayq",nuclear power carbon
4079,4079,['1668085371668766720'],1.67e+18,"@OrionTheBADger @RissyGirl13 @Growlcoon If you were to ask me, and you didn?â‚¬?t; wind and solar are fillers for peaks and areas with limited access. If you wanted to make cheap, reliable, carbon-neutral power, you would go nuclear, hopefully fusion in the next decade, but you will never get there if you don?â‚¬?t build it.",nuclear power carbon
4085,4085,['1668051239714848770'],1.67e+18,"You're almost there, but degrowth won't help with anything except the destruction of humanity. Replace that with aggressive adoption of nuclear power, carbon capture tech, scaled desalination tech, and regenerative materials, and you're on the right track https://t.co/Fi8iP0OXbJ",nuclear power carbon
4094,4094,['1668007761785901056'],1.67e+18,@scienceisstrat1 The IPCC?â‚¬?s four pathways to decarbonization ALL call for an increase in nuclear power. There is NO country which will ever reach zero carbon with only wind and solar. Building Rube Goldberg back ups is the most expensive electricity of all. Once again compare France and Germany. https://t.co/2LMr3msEE1,nuclear power carbon
4096,4096,['1668004343243501568'],1.67e+18,"@RossCol89474735 Because the carbon burned to make the batteries for renewable energy is greater than that used to build and operate nuclear power plants, which have near zero emissions after they're up and running. 

Plus, nuclear energy provides a steady load, like coal or oil do. It doesn't?â‚¬? https://t.co/MIyT6OGB9p",nuclear power carbon
4109,4109,['1667957147441983488'],1.67e+18,@ChantalHbert The only climate plan we need is investment in nuclear power and carbon capture technology. Impoverishing ourselves accomplishes nothing except making us weak.,nuclear power carbon
4110,4110,['1667955882825588740'],1.67e+18,"@rahmstorf I know now what the problem is, you've always been right. It's those damnable low carbon #nuclear power plants. We have to get rid of them!!!",nuclear power carbon
4113,4113,['1667951535144271874'],1.67e+18,"@BlueSterling2 @ChantalHbert Your being mislead by Poilivere. 
Carbon tax is charged in tons of green house gas emitted.

So if your driving an electric car, or own a nuclear plant, tidal power, carbon capture and storage and other forms of green energy... You pay ZERO carbon tax.",nuclear power carbon
4117,4117,['1667943532508639235'],1.67e+18,".@INL researchers are advancing electrolysis technologies to split water into #hydrogen &amp; oxygen.

If produced with #carbonFree power sources like #nuclear energy, these technologies eliminate carbon emissions generated from hydrogen production.

https://t.co/yWylsMeajX",nuclear power carbon
4120,4120,['1667928599393861632'],1.67e+18,"RT @galeanodavid: https://t.co/LMgg1abck2

La Energ??a Nuclear es una Opci??n Viable para Reemplazar el Carb??n.

Abajo algunos apartes intere?â‚¬?",nuclear power carbon
4136,4136,['1667907062272065536'],1.67e+18,"https://t.co/LMgg1abck2

La Energ??a Nuclear es una Opci??n Viable para Reemplazar el Carb??n.

Abajo algunos apartes interesantes de este art??culo de FORBES:",nuclear power carbon
4146,4146,['1667894785116446720'],1.67e+18,"RT @OperadorNuclear: La energ??a nuclear es una opci??n viable para reemplazar al carb??n, concluye el informe ??Investigaci??n de los beneficio?â‚¬?",nuclear power carbon
4172,4172,['1668237929259454464'],1.67e+18,@ruf_gary @latimeralder TMI Fukushima Chernobyl etc show how nuclear reactors can fail catastrophically ?â‚¬? and extreme weather events are caused by climate change so maybe if we?â‚¬?d used more turbines the weather wouldn?â‚¬?t have been so bad.,nuclear energy greenhouse
4173,4173,['1667860630416633856'],1.67e+18,Nuclear accidents are like an allergy or a new covid variant. They never stop. They just keep coming. @danmiller999  #TMI #Chernobyl #zaporizhzhia #Fukushima #climatesolutions #nuclearpower https://t.co/UJD7vOGYYg,nuclear TMI
4174,4174,['1667446833613017088'],1.67e+18,"@MrCandude @Non__suspicious @Pro_Nuke @KonstantinKisin Sometimes the problem is that media blows up nuclear incidents into something really scary without giving context.

For instance, additional radiation dose from TMI was on avg 8 millirem ( = 1 X-ray scan) and max of 100 millirem (= 1/10 of natural radiation in Denver, CO)",nuclear TMI
4175,4175,['1667247325658456065'],1.67e+18,"@shintomac @Ninawildflower @MattLoszak I think that you don't understand that green gas is a scam, or at least a foot wedged in the door so the same gas lobbies that supported anti-nuclear policies in the West after the TMI ""disaster"" can greenwash theirs activities.",nuclear TMI
4176,4176,['1667240155252400141'],1.67e+18,RT @EdwardCroy58: @Keltic_Witch One resource that is often disregarded out ignorance and/or fear is nuclear. TMI and Chernobyl will never h?â‚¬?,nuclear TMI
4177,4177,['1667232096706764815'],1.67e+18,@Keltic_Witch One resource that is often disregarded out ignorance and/or fear is nuclear. TMI and Chernobyl will never happen again. Nuclear could be a panacea for climate activists.,nuclear TMI
4178,4178,['1667015540848857088'],1.67e+18,"@BretWeinstein Then explain how there has only been two MAJOR Nuclear accidents, we are told about,  in 80 years, with shitty designs.  TMI was a human fuck up.",nuclear TMI
4179,4179,['1666985328522022917'],1.67e+18,"Post TMI, Bill Lee, CEO of Duke, said if he had 2  wishes, first he would turn off all nuclear power in the US. Wish 2 would be to undo all the damage just done.

New York Lawmaker Wants To Ban Use Of Fossil Fuels In Making Wind Turbines And Solar Panels https://t.co/E2VicXrlPH",nuclear TMI
4180,4180,['1666545114146299904'],1.67e+18,"@GovNuclear The only things people need to know about nuclear power is that; if it?â‚¬?s mechanical, it will break. If humans are in control, mistakes will be made!  It?â‚¬?s just a matter of time. Remember chernobyl, Fukushima, TMI, and hundreds more ! The world does NOT NEED NUCLEAR!!",nuclear TMI
4181,4181,['1666443163127488512'],1.67e+18,"#tmi_3???_??????_??????_5?????????_?????????_?????????
1. ???????????? 2?????? ?????? ?????â‚¬?????? ??????
2. ????????? ???????????? ?????? 10km?????? ????????????
3. ?????? ???????????? ?????â‚¬????????? ?????? ????????????

@magical_nuclear @1209ymc @nekojisann @info059 @k_rlaehgud98 https://t.co/iHLmqQr26u",nuclear TMI
4182,4182,['1666430018636095491'],1.67e+18,"#tmi_3???_??????_??????_5?????????_?????????_?????????

1.??â‚¬?????â‚¬????????â‚¬???????????????????????â‚¬????????????
2.??????????????????????????????????????â‚¬????????????
3.????????â‚¬??â‚¬???????????????????????????????

-????????â‚¬???-
@ironoep 
@MiWa_094 
@magical_nuclear 
@dy_am_0 
@Yura_Arclight https://t.co/xoNpmC23im",nuclear TMI
4183,4183,['1666413778911522816'],1.67e+18,"@Morning_Joe We have a lot of nuclear waste sitting here at TMI. Can we ship this to Florida and dump it there like DeSantis dumps his ""problems"" in CA?",nuclear TMI
4184,4184,['1666368050617286657'],1.67e+18,"RT @LeilaniAthenai1: Wiki #Japan posts detailed information on 1987 external #radiation exposure incident ""Acidente radiol??gico de Goi??nia""?â‚¬?",nuclear TMI
4185,4185,['1666134040112508937'],1.67e+18,"@buffsoldier_96 @CougarSpider CougarSpider is right, speaking for my young self. I was terrified of nuclear war, and protested regularly against both weapons and peaceful uses. Unfortunately, the protests against nuclear power seemed to have worked (this is pre-Chernobyl, but post- China Syndrome and TMI)",nuclear TMI
4186,4186,['1666006028306231296'],1.67e+18,"TMI: the way i didnt ???? for like 4 days in mid res but the moment i increased my intake i released the most diabolic, devious, deadly nuclear weapon from my ass is just. ????????????â‚¬???â‚¬???",nuclear TMI
